"species","selected_developed_low_intensity","probability_developed_low_intensity","selected_developed_high_intensity","probability_developed_high_intensity","selected_barren_land","probability_barren_land","selected_deciduous_forest","probability_deciduous_forest","selected_evergreen_forest","probability_evergreen_forest","selected_mixed_forest","probability_mixed_forest","selected_shrub_scrub","probability_shrub_scrub","selected_grassland_herbaceous","probability_grassland_herbaceous","selected_pasture_hay","probability_pasture_hay","selected_cultivated_crop","probability_cultivated_crop","selected_woody_wetland","probability_woody_wetland","selected_emergent_wetland","probability_emergent_wetland","selected_ocean","probability_ocean","selected_lakes","probability_lakes","selected_rivers","probability_rivers","selected_elevation","probability_elevation","selected_aspect","probability_aspect","selected_slope","probability_slope","selected_precipitation","probability_precipitation","selected_max_temperature","probability_max_temperature"
"Field Sparrow",1069,0.9829,1069,0.1051,50,0.0453333333333333,1069,0.813633333333333,50000,0.0863333333333333,2088,0.596,1069,0.998633333333333,50,0.994833333333333,50,0.7948,4128,0.0703,50000,0.0743666666666667,17380,0.164833333333333,2088,0.0748666666666667,1069,0.351933333333333,3108,0.1821,50000,0.0750666666666667,1069,0.0599666666666667,50000,0.0937,6000,0.0522,42000,0.067
"Fish Crow",1069,0.395533333333333,1069,0.512666666666667,1069,0.150833333333333,1069,0.130966666666667,7185,0.0584,50000,0.0662666666666667,50,0.144566666666667,1069,0.1213,1069,0.0615333333333333,6166,0.0762666666666667,4128,0.0640333333333333,23496,0.0620666666666667,11263,0.0726,9224,0.158666666666667,43883,0.0909333333333333,50,0.4731,2088,0.2053,1069,0.1079,10000,0.0356333333333333,50000,0.0623333333333333
"Forster's Tern",7185,0.138633333333333,9224,0.0380666666666667,50,0.0973,4128,0.0472,4128,0.0580333333333333,6166,0.0527333333333333,50000,0.0405333333333333,1069,0.0472666666666667,3108,0.0521333333333333,1069,0.0556666666666667,47961,0.0455666666666667,1069,0.5221,2088,0.281966666666667,50,0.311866666666667,8205,0.0407,23496,0.0348666666666667,1069,0.520433333333333,1069,0.196466666666667,24000,0.0344,18000,0.0387
"Fox Sparrow",2088,0.0607333333333333,37767,0.0427,11263,0.0913,2088,0.0417666666666667,2088,0.282266666666667,9224,0.0488666666666667,41845,0.0633,1069,0.0520666666666667,35728,0.0646666666666667,4128,0.0453333333333333,50,0.0695666666666667,50000,0.0423333333333333,39806,0.0380666666666667,37767,0.0597666666666667,8205,0.0495,50,0.0673333333333333,11263,0.0585,1069,0.121,44000,0.0595666666666667,1000,0.160033333333333
"Franklin's Gull",1069,0.144266666666667,50000,0.0465666666666667,50,0.0980333333333333,50,0.823033333333333,11263,0.0536333333333333,9224,0.0520666666666667,50,0.0531333333333333,50000,0.0375,10244,0.0886666666666667,50,0.133966666666667,50,0.048,7185,0.105066666666667,50,0.0612666666666667,4128,0.0631,50000,0.0358666666666667,45922,0.0398,7185,0.0733666666666667,50,0.0421333333333333,48000,0.0356,2000,0.0411333333333333
"Gadwall",21457,0.0653666666666667,50000,0.0552666666666667,29612,0.0506666666666667,37767,0.0517333333333333,1069,0.228133333333333,4128,0.102566666666667,21457,0.0611,1069,0.355633333333333,3108,0.0943666666666667,1069,0.2874,50000,0.0566666666666667,1069,0.783833333333333,47961,0.0381,50,0.995633333333333,50,0.0397666666666667,17380,0.0446666666666667,2088,0.0616666666666667,1069,0.206066666666667,50000,0.0467333333333333,9000,0.0530333333333333
"Gambel's Quail",1069,0.318666666666667,1069,0.367666666666667,50000,0.1249,13302,0.0580333333333333,11263,0.0809666666666667,11263,0.0641,50,0.1398,15340,0.0526666666666667,50,0.0793666666666667,21457,0.0807333333333333,25535,0.150033333333333,50000,0.1753,19418,0.139166666666667,50,0.131633333333333,9224,0.0885666666666667,1069,0.0695666666666667,29612,0.0485333333333333,2088,0.149366666666667,2000,0.0586,46000,0.0838666666666667
"Gila Woodpecker",5147,0.101233333333333,50,0.765333333333333,35728,0.1044,47961,0.0943333333333333,1069,0.0423666666666667,50000,0.0694666666666667,1069,0.0525,41845,0.0763333333333333,4128,0.130066666666667,45922,0.0755666666666667,39806,0.110133333333333,15340,0.0759333333333333,13302,0.0350333333333333,29612,0.0554666666666667,50000,0.0534,2088,0.0485666666666667,43883,0.0999,2088,0.125666666666667,1000,0.0362666666666667,30000,0.0602
"Glossy Ibis",39806,0.0491333333333333,3108,0.0470333333333333,13302,0.0524666666666667,1069,0.0548,50,0.0607333333333333,50000,0.0406333333333333,47961,0.0529666666666667,50000,0.0438,1069,0.121866666666667,1069,0.0448333333333333,5147,0.0440666666666667,1069,0.6963,50,0.0563666666666667,50,0.112766666666667,13302,0.0491333333333333,50,0.0645666666666667,50,0.1985,31651,0.0374666666666667,48000,0.0439,3000,0.0356333333333333
"Golden-crowned Kinglet",31651,0.0653333333333333,50,0.0887333333333333,50,0.1344,50,0.0798333333333333,1069,0.9941,47961,0.0643666666666667,1069,0.0562333333333333,50,0.312066666666667,10244,0.120366666666667,1069,0.0488666666666667,1069,0.780066666666667,21457,0.0478,25535,0.0761333333333333,4128,0.125666666666667,50,0.0457666666666667,50000,0.0701333333333333,50,0.1165,23496,0.0472,50000,0.0618333333333333,1000,0.686233333333333
"Golden-fronted Woodpecker",3108,0.1914,50,0.0768,39806,0.0754666666666667,50000,0.092,50000,0.0629666666666667,50,0.165866666666667,6166,0.0430666666666667,41845,0.0823666666666667,50000,0.0433,5147,0.0683666666666667,39806,0.0843333333333333,4128,0.0579,1069,0.0763333333333333,17380,0.162666666666667,8205,0.0863333333333333,43883,0.0431666666666667,39806,0.0488666666666667,1069,0.194633333333333,50000,0.0497666666666667,1000,0.0474333333333333
"Golden-winged Warbler",1069,0.134533333333333,8205,0.0445,50000,0.0742666666666667,3108,0.157166666666667,23496,0.0388666666666667,50,0.115166666666667,11263,0.115566666666667,7185,0.0544666666666667,50000,0.0920666666666667,2088,0.1412,1069,0.2589,50000,0.153766666666667,11263,0.0887,1069,0.0805666666666667,50000,0.0573666666666667,29612,0.0511333333333333,1069,0.158466666666667,1069,0.0952666666666667,14000,0.0376,3000,0.0996666666666667
"Golden Eagle",47961,0.0451666666666667,50000,0.0472,1069,0.0493333333333333,15340,0.1267,17380,0.0427333333333333,50000,0.0350666666666667,1069,0.157533333333333,50,0.0585,35728,0.0441,4128,0.0383333333333333,9224,0.04,1069,0.0451666666666667,17380,0.0358666666666667,50000,0.0391333333333333,33690,0.0354333333333333,50000,0.0405666666666667,4128,0.0361,1069,0.0511,1000,0.0353333333333333,40000,0.0408666666666667
"Grace's Warbler",21457,0.0654,4128,0.0447,41845,0.133266666666667,19418,0.0543333333333333,50,0.637166666666667,27574,0.0556,50,0.125833333333333,50,0.270666666666667,47961,0.0857,11263,0.0384,50,0.0451333333333333,50,0.0486666666666667,19418,0.0337333333333333,17380,0.0606,50,0.0449,50,0.0661333333333333,23496,0.0554,27574,0.0616666666666667,20000,0.0378666666666667,2000,0.0482666666666667
"Grasshopper Sparrow",1069,0.389266666666667,50,0.1548,11263,0.0457,50,0.939533333333333,50,0.135266666666667,50,0.116666666666667,2088,0.2485,1069,0.9997,1069,0.966466666666667,2088,0.250433333333333,1069,0.154966666666667,33690,0.0596666666666667,47961,0.0614333333333333,1069,0.208333333333333,41845,0.0571666666666667,50000,0.0588,1069,0.128,50000,0.0567666666666667,1000,0.04,32000,0.0476
"Gray Catbird",50000,0.134766666666667,50,0.999966666666667,50000,0.192033333333333,2088,0.1041,50,0.2818,13302,0.0706666666666667,50,0.454466666666667,35728,0.0562666666666667,43883,0.124766666666667,1069,0.858866666666667,50000,0.304,50000,0.162366666666667,50000,0.110233333333333,9224,0.141166666666667,50000,0.3184,50,0.9824,11263,0.0804666666666667,1069,0.161133333333333,50000,0.0878,20000,0.0959666666666667
"Gray Flycatcher",50,0.195566666666667,33690,0.0438666666666667,2088,0.1408,1069,0.0386333333333333,6166,0.0585666666666667,11263,0.0390333333333333,1069,0.1212,1069,0.0656,27574,0.0597,5147,0.0583,50000,0.06,50,0.0494666666666667,50,0.0486666666666667,1069,0.0807666666666667,50000,0.0770333333333333,17380,0.0635333333333333,13302,0.048,50000,0.0625333333333333,20000,0.035,1000,0.1841
"Great-tailed Grackle",2088,0.117066666666667,50,0.999533333333333,50,0.174633333333333,3108,0.2026,2088,0.358833333333333,7185,0.0507333333333333,1069,0.848666666666667,27574,0.0874666666666667,27574,0.0859333333333333,50000,0.0738333333333333,35728,0.0469666666666667,25535,0.0975666666666667,50000,0.1823,50,0.160966666666667,50000,0.108966666666667,5147,0.0552333333333333,25535,0.0646666666666667,50000,0.159433333333333,50000,0.0942333333333333,10000,0.0802333333333333
"Great Blue Heron",50,0.9962,50,0.775566666666667,1069,0.114866666666667,50,0.910033333333333,1069,0.4745,50,0.940466666666667,1069,0.219833333333333,7185,0.0482333333333333,29612,0.102066666666667,3108,0.1534,1069,0.899866666666667,50,0.99,2088,0.437,1069,0.9981,1069,0.879333333333333,50,0.9442,1069,0.4727,50,0.997066666666667,1000,0.0418333333333333,1000,0.1492
"Great Crested Flycatcher",50000,0.1301,50,0.989933333333333,2088,0.161866666666667,50,0.99,2088,0.411533333333333,50000,0.0840333333333333,1069,0.093,50000,0.115133333333333,50000,0.0431666666666667,2088,0.3318,23496,0.0823,41845,0.133366666666667,2088,0.222833333333333,4128,0.198333333333333,5147,0.119033333333333,17380,0.0585333333333333,43883,0.0915333333333333,50,0.838033333333333,50000,0.0422,10000,0.0704
"Great Egret",1069,0.9045,17380,0.0784666666666667,3108,0.104666666666667,2088,0.5111,1069,0.5807,1069,0.579866666666667,2088,0.0948333333333333,33690,0.0437,1069,0.440833333333333,50000,0.1495,1069,0.1163,50,0.970966666666667,1069,0.48,1069,0.967333333333333,3108,0.165033333333333,50,0.647033333333333,50,0.883766666666667,1069,0.4719,48000,0.0359333333333333,44000,0.0676666666666667
"Greater Roadrunner",6166,0.0567666666666667,2088,0.293933333333333,50000,0.0907333333333333,17380,0.0443333333333333,5147,0.0795333333333333,29612,0.0378666666666667,6166,0.0641666666666667,37767,0.039,3108,0.0516666666666667,6166,0.099,47961,0.0399333333333333,47961,0.0553,43883,0.0359,13302,0.0788,25535,0.0688666666666667,45922,0.0356,50000,0.0745666666666667,1069,0.0564666666666667,48000,0.0372,2000,0.0475666666666667
"Greater Yellowlegs",50,0.236266666666667,45922,0.0436,1069,0.225866666666667,47961,0.0585333333333333,7185,0.0639333333333333,8205,0.0439333333333333,50000,0.0436666666666667,43883,0.0404333333333333,2088,0.0433666666666667,17380,0.1072,17380,0.0503333333333333,1069,0.8305,45922,0.0573666666666667,2088,0.4746,47961,0.0478,43883,0.0431,8205,0.0503666666666667,1069,0.152,3000,0.0342,1000,0.0375333333333333
"Green-tailed Towhee",6166,0.1436,8205,0.0528666666666667,1069,0.0897,7185,0.0655,13302,0.1015,29612,0.0473666666666667,50,0.951366666666667,23496,0.0679666666666667,2088,0.0863333333333333,4128,0.0844,35728,0.0668333333333333,6166,0.128233333333333,50000,0.0343,50000,0.0839333333333333,27574,0.0995333333333333,1069,0.182366666666667,9224,0.0445,4128,0.1078,18000,0.0424333333333333,2000,0.230866666666667
"Green-winged Teal",1069,0.0552333333333333,1069,0.0469666666666667,13302,0.0370666666666667,23496,0.0393666666666667,27574,0.0396333333333333,5147,0.0401666666666667,4128,0.0398,9224,0.0689333333333333,21457,0.0476333333333333,25535,0.0412,6166,0.0425333333333333,50,0.0876,47961,0.0357333333333333,50,0.0482333333333333,29612,0.0365666666666667,10244,0.0366666666666667,45922,0.0465666666666667,1069,0.0452333333333333,42000,0.0372666666666667,18000,0.0374666666666667
"Green Heron",1069,0.492633333333333,5147,0.0436,2088,0.103,50000,0.121866666666667,2088,0.1362,1069,0.175433333333333,27574,0.0440333333333333,50000,0.0771,50,0.133533333333333,31651,0.0602666666666667,50,0.5493,50,0.99,1069,0.222033333333333,1069,0.193733333333333,50,0.498033333333333,50,0.497666666666667,2088,0.2507,1069,0.146366666666667,11000,0.0346,1000,0.203633333333333
"Hairy Woodpecker",5147,0.0495333333333333,1069,0.862633333333333,1069,0.0984333333333333,50,0.99,50,0.999233333333333,50,0.997966666666667,2088,0.200866666666667,17380,0.0559333333333333,50,0.0716666666666667,1069,0.206033333333333,50,0.277233333333333,50000,0.0968,50000,0.0468,43883,0.0636,1069,0.07,1069,0.2341,2088,0.0971333333333333,50,0.228933333333333,1000,0.158666666666667,5000,0.0871666666666667
"Hammond's Flycatcher",4128,0.0572666666666667,50000,0.0438333333333333,3108,0.0821333333333333,50000,0.0576,1069,0.311066666666667,45922,0.0459333333333333,2088,0.0534,50,0.0769666666666667,5147,0.0558333333333333,5147,0.0499333333333333,50,0.0849666666666667,50000,0.0742666666666667,5147,0.0383,5147,0.0652666666666667,39806,0.0541,50000,0.0492333333333333,3108,0.0462,50,0.0653666666666667,44000,0.0413,3000,0.0758666666666667
"Henslow's Sparrow",6166,0.0805333333333333,11263,0.0381666666666667,2088,0.0415333333333333,3108,0.0461,50000,0.0390666666666667,50000,0.0415666666666667,50000,0.0488666666666667,1069,0.0739666666666667,1069,0.813366666666667,50000,0.113566666666667,29612,0.0409333333333333,2088,0.0442333333333333,10244,0.0350666666666667,1069,0.0504666666666667,6166,0.0436,50000,0.0433333333333333,5147,0.0591666666666667,50000,0.0397,24000,0.0375333333333333,40000,0.0428333333333333
"Hermit Thrush",1069,0.721166666666667,50000,0.541266666666667,15340,0.1002,1069,0.119766666666667,1069,0.994266666666667,50,0.1821,4128,0.0699333333333333,27574,0.0564333333333333,11263,0.142033333333333,2088,0.340433333333333,50000,0.0910666666666667,2088,0.2942,9224,0.0454333333333333,1069,0.253166666666667,1069,0.0500333333333333,50000,0.0544,7185,0.1146,31651,0.1005,1000,0.673133333333333,1000,0.665933333333333
"Hermit Warbler",50,0.1046,1069,0.0435666666666667,50000,0.111266666666667,11263,0.0885666666666667,1069,0.7436,5147,0.1901,1069,0.202633333333333,9224,0.0409,7185,0.0553,21457,0.0629333333333333,50000,0.185566666666667,50,0.173566666666667,10244,0.0582666666666667,50000,0.124933333333333,11263,0.170866666666667,50,0.4256,1069,0.0581666666666667,39806,0.0492666666666667,1000,0.0640666666666667,1000,0.0864666666666667
"Herring Gull",50,0.3328,1069,0.4918,4128,0.0774,4128,0.156166666666667,1069,0.0407333333333333,50,0.241466666666667,45922,0.0437,47961,0.0403666666666667,1069,0.0489333333333333,1069,0.468666666666667,10244,0.0445666666666667,5147,0.1109,1069,0.997033333333333,1069,0.962933333333333,10244,0.0854666666666667,50,0.0802666666666667,8205,0.178,1069,0.184133333333333,2000,0.0429,8000,0.0415
"Hooded Merganser",47961,0.0440666666666667,50000,0.046,17380,0.0373,50,0.0405,29612,0.0459666666666667,1069,0.0478666666666667,50,0.0447,3108,0.0368666666666667,1069,0.1642,11263,0.0409666666666667,50,0.0634666666666667,50,0.2073,50,0.0699666666666667,50,0.109133333333333,50,0.1773,8205,0.0349,2088,0.0592,1069,0.0384333333333333,50000,0.0352333333333333,1000,0.0375
"Hooded Oriole",11263,0.0653666666666667,50000,0.0509666666666667,1069,0.0918333333333333,47961,0.0592333333333333,50,0.5222,7185,0.0865333333333333,50000,0.0927333333333333,13302,0.0459,50,0.0885666666666667,50,0.2504,50,0.1272,7185,0.1222,17380,0.180233333333333,2088,0.0632333333333333,50,0.0873,50,0.152666666666667,27574,0.0696333333333333,3108,0.1286,1000,0.0432,50000,0.105533333333333
"Hooded Warbler",1069,0.1742,9224,0.0470333333333333,33690,0.127633333333333,1069,0.8149,50,0.7955,1069,0.2764,2088,0.0692,50000,0.0532333333333333,1069,0.650533333333333,1069,0.198766666666667,27574,0.0582666666666667,1069,0.140566666666667,47961,0.0588666666666667,1069,0.154633333333333,35728,0.0496333333333333,50,0.2263,50,0.0529333333333333,1069,0.217666666666667,50000,0.0362666666666667,9000,0.0455
"Horned Lark",1069,0.934166666666667,19418,0.0786333333333333,1069,0.0400333333333333,1069,0.934566666666667,2088,0.1065,1069,0.406866666666667,1069,0.450833333333333,1069,0.999433333333333,50000,0.088,50,0.99,1069,0.9808,50,0.499833333333333,1069,0.126866666666667,1069,0.213966666666667,2088,0.1732,50,0.3077,50,0.0684333333333333,31651,0.0644666666666667,18000,0.0354666666666667,1000,0.0688
"House Finch",1069,0.99,50,0.5671,23496,0.0890666666666667,50,0.475533333333333,50,0.960766666666667,9224,0.0999,50,0.353766666666667,25535,0.0799,1069,0.6582,4128,0.0767333333333333,50,0.971366666666667,50,0.99,4128,0.412366666666667,50,0.860766666666667,29612,0.105133333333333,1069,0.0408666666666667,50000,0.269933333333333,6166,0.211433333333333,50000,0.0994666666666667,5000,0.1065
"House Sparrow",1069,0.99,1069,0.999266666666667,4128,0.0940333333333333,50,0.99,43883,0.1559,1069,0.782833333333333,35728,0.0522333333333333,50,0.873866666666667,3108,0.235566666666667,1069,0.757233333333333,50,0.99,50000,0.4049,4128,0.376566666666667,50,0.194633333333333,47961,0.1756,2088,0.131766666666667,37767,0.0906333333333333,50,0.998433333333333,50000,0.0558,50000,0.158366666666667
"House Wren",1069,0.622233333333333,50,0.99,45922,0.0886333333333333,1069,0.996766666666667,50000,0.2563,23496,0.0786333333333333,1069,0.119166666666667,1069,0.5516,1069,0.428166666666667,50000,0.5492,50000,0.370033333333333,50,0.411166666666667,1069,0.267866666666667,50,0.4751,50000,0.3598,4128,0.122066666666667,23496,0.0748666666666667,13302,0.141633333333333,1000,0.0845333333333333,1000,0.457733333333333
"Hutton's Vireo",50,0.157666666666667,1069,0.0523,4128,0.1105,4128,0.0511333333333333,1069,0.0974333333333333,8205,0.164866666666667,33690,0.0409,1069,0.0770333333333333,50,0.0824,4128,0.0387666666666667,17380,0.0559333333333333,7185,0.0853666666666667,3108,0.0542666666666667,50,0.087,15340,0.0555,21457,0.0439333333333333,25535,0.0544,1069,0.324133333333333,1000,0.047,5000,0.0496666666666667
"Inca Dove",29612,0.0738666666666667,9224,0.118266666666667,4128,0.047,50000,0.0653666666666667,1069,0.0683,50000,0.0573,11263,0.0612333333333333,11263,0.0401666666666667,27574,0.0551333333333333,4128,0.0651333333333333,50000,0.0713,50,0.0594,3108,0.203,4128,0.0590666666666667,1069,0.1469,2088,0.0406666666666667,9224,0.066,1069,0.0917,46000,0.0342666666666667,1000,0.0496333333333333
"Indigo Bunting",1069,0.99,50000,0.167466666666667,50000,0.0983333333333333,1069,0.376366666666667,50000,0.0841333333333333,27574,0.0651,1069,0.978233333333333,39806,0.0919666666666667,1069,0.629266666666667,6166,0.494633333333333,50000,0.0952333333333333,50,0.226933333333333,11263,0.283,50000,0.284433333333333,45922,0.0912333333333333,37767,0.0379333333333333,1069,0.962666666666667,25535,0.102733333333333,50000,0.118466666666667,38000,0.0753
"Juniper Titmouse",50,0.0492,2088,0.0525,50000,0.0681666666666667,21457,0.0512333333333333,4128,0.376366666666667,7185,0.0467333333333333,39806,0.0724,50,0.0583333333333333,1069,0.0491333333333333,1069,0.0557666666666667,23496,0.0465,7185,0.0705333333333333,33690,0.0480333333333333,4128,0.0415666666666667,7185,0.0512666666666667,4128,0.0596666666666667,3108,0.194466666666667,17380,0.0527,1000,0.0457333333333333,4000,0.0715
"Kentucky Warbler",3108,0.108366666666667,11263,0.0565666666666667,39806,0.0472666666666667,50,0.667766666666667,50,0.499666666666667,1069,0.0543666666666667,2088,0.0566666666666667,41845,0.0388,50000,0.0758333333333333,1069,0.0478666666666667,50,0.0716,45922,0.0413333333333333,45922,0.0422333333333333,29612,0.0461,39806,0.0916666666666667,50000,0.04,1069,0.2617,50,0.180966666666667,3000,0.0371666666666667,50000,0.0669333333333333
"Killdeer",50,0.9936,1069,0.982066666666667,1069,0.939066666666667,50,0.99,6166,0.1615,50,0.995366666666667,1069,0.774033333333333,1069,0.988133333333333,1069,0.970133333333333,1069,0.99,50,0.9945,1069,0.99,23496,0.189566666666667,50,0.851833333333333,50,0.0878,2088,0.053,1069,0.1866,1069,0.624666666666667,34000,0.0355,1000,0.071
"Ladder-backed Woodpecker",9224,0.137233333333333,1069,0.1233,6166,0.0734666666666667,50,0.0581666666666667,7185,0.0637,50,0.0455666666666667,15340,0.0437666666666667,50,0.157533333333333,10244,0.05,43883,0.0512666666666667,45922,0.0694666666666667,50,0.0760333333333333,39806,0.0392,27574,0.0773666666666667,50,0.0526,3108,0.0569333333333333,2088,0.0833,8205,0.0919333333333333,50000,0.0516666666666667,4000,0.0810333333333333
"Lark Bunting",1069,0.174733333333333,2088,0.0514333333333333,31651,0.0618666666666667,3108,0.0433666666666667,13302,0.0909333333333333,8205,0.0410333333333333,17380,0.0347666666666667,50000,0.0668333333333333,17380,0.0476666666666667,50,0.118566666666667,17380,0.104933333333333,39806,0.0915666666666667,2088,0.0396666666666667,37767,0.0588666666666667,50000,0.0548333333333333,41845,0.0381333333333333,6166,0.0534666666666667,1069,0.0557666666666667,2000,0.0369666666666667,28000,0.0385
"Lark Sparrow",1069,0.5843,50000,0.0883333333333333,33690,0.0498666666666667,1069,0.0696,2088,0.0579666666666667,21457,0.0429,1069,0.811933333333333,2088,0.187933333333333,45922,0.0487,50000,0.0772333333333333,50,0.3398,50,0.0620333333333333,21457,0.0370333333333333,33690,0.0637333333333333,33690,0.0397,2088,0.0689666666666667,33690,0.0467666666666667,1069,0.0471333333333333,3000,0.0372333333333333,1000,0.212166666666667
"Laughing Gull",50,0.240633333333333,1069,0.305666666666667,15340,0.186566666666667,50000,0.1659,1069,0.380733333333333,50000,0.1147,6166,0.0515666666666667,29612,0.0422333333333333,50,0.0706666666666667,50000,0.0428666666666667,50000,0.3185,6166,0.121733333333333,1069,0.949833333333333,21457,0.0586666666666667,50,0.482666666666667,50,0.274433333333333,1069,0.260366666666667,1069,0.1188,1000,0.0513333333333333,50000,0.0456333333333333
"Lazuli Bunting",35728,0.0398333333333333,50,0.0694333333333333,5147,0.0399,29612,0.0546666666666667,1069,0.105333333333333,1069,0.162966666666667,1069,0.490833333333333,1069,0.2765,50000,0.0974,50000,0.0559666666666667,1069,0.1459,9224,0.0529333333333333,4128,0.0371333333333333,50,0.189,50000,0.211333333333333,50,0.396066666666667,47961,0.0546666666666667,2088,0.361933333333333,3000,0.0526333333333333,7000,0.0539666666666667
"Least Flycatcher",47961,0.0827,50000,0.0747666666666667,2088,0.194833333333333,50,0.9999,50,0.0678666666666667,1069,0.0657,4128,0.0516,47961,0.0370666666666667,50000,0.0544,3108,0.0614,10244,0.0693,50000,0.0616,10244,0.0656333333333333,3108,0.0814,7185,0.0492666666666667,7185,0.0488,3108,0.115166666666667,50,0.177533333333333,26000,0.0385333333333333,50000,0.0536666666666667
"Least Tern",1069,0.1015,1069,0.1454,21457,0.131333333333333,1069,0.0752666666666667,1069,0.1616,1069,0.0632666666666667,8205,0.0397666666666667,50,0.1965,45922,0.0646666666666667,50000,0.103,1069,0.0497666666666667,29612,0.0531333333333333,1069,0.498666666666667,2088,0.154366666666667,4128,0.342166666666667,45922,0.0356666666666667,1069,0.309033333333333,2088,0.300666666666667,6000,0.0346333333333333,40000,0.0397
"Lesser Goldfinch",2088,0.263833333333333,15340,0.120733333333333,1069,0.4506,50000,0.0437333333333333,1069,0.714466666666667,1069,0.1957,3108,0.236933333333333,2088,0.1024,25535,0.0805,37767,0.1022,47961,0.139033333333333,2088,0.521533333333333,1069,0.516166666666667,35728,0.0836666666666667,37767,0.0888333333333333,50,0.0904666666666667,43883,0.132433333333333,23496,0.0776333333333333,1000,0.0423333333333333,4000,0.136533333333333
"Lesser Scaup",43883,0.0516,2088,0.0415,25535,0.0458333333333333,47961,0.0433333333333333,1069,0.0932,50000,0.0392,13302,0.0395,17380,0.0525333333333333,1069,0.0789,1069,0.2584,47961,0.0428333333333333,50,0.3993,23496,0.0367666666666667,50,0.133333333333333,25535,0.0524666666666667,50000,0.0389,6166,0.0489,2088,0.0625333333333333,50000,0.0379333333333333,50000,0.0545333333333333
"Limpkin",1069,0.0683,50,0.0552333333333333,23496,0.116633333333333,43883,0.0360333333333333,50,0.0709,2088,0.0775666666666667,1069,0.0740666666666667,13302,0.0494666666666667,29612,0.0717666666666667,50,0.0451333333333333,1069,0.212566666666667,31651,0.0451333333333333,4128,0.0501333333333333,50000,0.0885666666666667,50,0.346766666666667,1069,0.0398,50,0.379866666666667,50000,0.0454333333333333,50000,0.0380666666666667,4000,0.0358
"Lincoln's Sparrow",1069,0.0723333333333333,1069,0.0446666666666667,50,0.0641666666666667,8205,0.0622,1069,0.129133333333333,5147,0.0543333333333333,43883,0.0405666666666667,5147,0.0423666666666667,19418,0.0457333333333333,31651,0.0589666666666667,50,0.321566666666667,50,0.280233333333333,50000,0.036,1069,0.0424333333333333,45922,0.0383333333333333,4128,0.049,50,0.0528333333333333,1069,0.1407,1000,0.0428,3000,0.099
"Little Blue Heron",1069,0.155033333333333,3108,0.0528,9224,0.0524333333333333,4128,0.0782666666666667,50,0.1047,50,0.0896333333333333,2088,0.0727,9224,0.0433666666666667,50000,0.2352,4128,0.190866666666667,1069,0.295633333333333,7185,0.1228,6166,0.0825,50,0.311966666666667,35728,0.182466666666667,50,0.0791666666666667,3108,0.1259,5147,0.0640666666666667,46000,0.0356,1000,0.0354
"Loggerhead Shrike",1069,0.2385,50000,0.0444333333333333,25535,0.0827333333333333,1069,0.0586,2088,0.0908333333333333,4128,0.0592333333333333,50,0.4185,2088,0.2931,1069,0.228733333333333,27574,0.0534,25535,0.0394666666666667,25535,0.0583333333333333,10244,0.0711333333333333,50000,0.0955,11263,0.150966666666667,4128,0.0359333333333333,50000,0.1018,21457,0.0424666666666667,1000,0.0354333333333333,1000,0.0472333333333333
"Long-billed Curlew",1069,0.1454,50,0.0473333333333333,17380,0.0415666666666667,47961,0.0361666666666667,50,0.0653333333333333,35728,0.0370333333333333,43883,0.0509,7185,0.132066666666667,1069,0.0988333333333333,19418,0.0680333333333333,50,0.0494,5147,0.1165,1069,0.428633333333333,15340,0.0388333333333333,29612,0.0490333333333333,5147,0.0397333333333333,37767,0.0655666666666667,1069,0.232033333333333,9000,0.0356,18000,0.0439333333333333
"Louisiana Waterthrush",1069,0.225433333333333,13302,0.0504,43883,0.05,1069,0.190233333333333,50,0.0486333333333333,1069,0.261333333333333,2088,0.0661,45922,0.0382,1069,0.0494333333333333,45922,0.0361666666666667,50,0.2811,4128,0.0578,9224,0.0358333333333333,35728,0.0373666666666667,50000,0.0436,50000,0.0601333333333333,6166,0.0450333333333333,1069,0.2475,48000,0.0404,1000,0.0811333333333333
"Lucy's Warbler",5147,0.0553,2088,0.0534,50000,0.0622333333333333,31651,0.0556,1069,0.0506,9224,0.0424333333333333,50,0.0633333333333333,17380,0.0478333333333333,10244,0.0597333333333333,2088,0.0589,50,0.8202,31651,0.0485333333333333,21457,0.0339333333333333,5147,0.057,1069,0.1186,4128,0.0579,1069,0.118366666666667,19418,0.0676,26000,0.0450666666666667,1000,0.0549666666666667
"MacGillivray's Warbler",1069,0.674233333333333,6166,0.0563666666666667,50,0.0529666666666667,1069,0.670766666666667,7185,0.169433333333333,50,0.0762333333333333,1069,0.1468,27574,0.0729333333333333,3108,0.0925666666666667,9224,0.0470666666666667,50,0.115933333333333,50,0.0514666666666667,7185,0.0367333333333333,50,0.0794666666666667,8205,0.0671,50,0.310633333333333,21457,0.0610666666666667,5147,0.207,1000,0.105333333333333,1000,0.179733333333333
"Magnolia Warbler",15340,0.0556666666666667,2088,0.0468333333333333,11263,0.0763333333333333,17380,0.0737,50,0.995566666666667,50000,0.144866666666667,6166,0.201266666666667,31651,0.0473333333333333,1069,0.169666666666667,2088,0.0449,50,0.474466666666667,50000,0.0724333333333333,15340,0.0561666666666667,1069,0.171333333333333,9224,0.0560333333333333,43883,0.0403333333333333,50000,0.1173,43883,0.0448333333333333,1000,0.113666666666667,1000,0.0541666666666667
